AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,NeighborhoodConnectivity,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,Stress,TopologicalCoefficient,Role
5.768537768537769,0.009741799694000209,0.1733541566554541,0.30303030303030304,26,12,false,11.75,26,12,0.9503277315777315,926842,0.14873417721518986,1
4.920651420651421,0.02826207246219564,0.2032251249911978,0.1248303934871099,358,12,false,15.328358208955224,358,67,0.959159881034881,4063180,0.05594291317136943,1
4.920651420651421,0.02826207246219564,0.2032251249911978,0.1248303934871099,358,12,false,15.328358208955224,358,67,0.959159881034881,4063180,0.05594291317136943,7
4.86936936936937,0.04274842524200333,0.2053654024051804,0.10560492139439508,352,12,false,14.38961038961039,352,77,0.9596940690690691,6611052,0.05084667982194484,1
4.86936936936937,0.04274842524200333,0.2053654024051804,0.10560492139439508,352,12,false,14.38961038961039,352,77,0.9596940690690691,6611052,0.05084667982194484,7
5.095287595287595,0.026881257013149973,0.1962597755865352,0.10824949698189135,314,13,false,14.352112676056338,314,71,0.9573407542157542,5662968,0.054779056015482205,1
5.240817740817741,0.0010558702795889642,0.1908099173553719,0.2964426877470356,106,12,false,20.869565217391305,106,23,0.9558248151998151,329874,0.13377926421404682,2
4.879071379071379,0.007020525961413887,0.20495703430154108,0.19373219373219372,102,12,false,20.444444444444443,102,27,0.9595930064680065,1289524,0.08145196989818504,2
4.9324324324324325,0.017592923154953387,0.20273972602739726,0.1286215978928885,428,12,false,17.25,428,68,0.9590371621621622,4998228,0.057308970099667775,1
6.191614691614691,1.9862929025254186E-4,0.16150875818456545,0.4666666666666667,26,14,false,7.4,26,10,0.9459206802956803,11728,0.25517241379310346,1
7.757103257103257,0.0026580438309491425,0.12891410193415823,0.2857142857142857,16,15,false,4.285714285714286,16,7,0.9296135077385078,261156,0.25892857142857145,1
5.122314622314622,0.010213913828113706,0.19522424406412772,0.27941176470588236,74,11,false,10.941176470588236,74,17,0.9570592226842227,2160360,0.133428981348637,1
5.225225225225225,0.006536930811432965,0.19137931034482758,0.2967032967032967,56,11,false,8.928571428571429,56,14,0.9559872372372372,1164892,0.16233766233766234,1
5.176022176022176,0.024513467785565516,0.19319855402329628,0.17011494252873563,104,13,false,11.7,104,30,0.9564997689997691,3635142,0.07405063291139241,2
9.005890505890505,5.533349264807009E-4,0.11103843638182448,0.4642857142857143,20,17,false,13.0,20,8,0.9166053072303072,260914,0.21666666666666667,2
8.038808038808039,0.025131873929524443,0.12439655172413792,0.08717948717948718,106,16,false,5.55,106,40,0.9266790829290829,12718532,0.08161764705882353,1
5.954261954261955,0.00635574558722039,0.16794692737430167,0.23015873015873015,124,14,false,14.428571428571429,124,28,0.9483931046431047,1209036,0.09308755760368663,1
6.25987525987526,5.442664097942231E-6,0.1597475921620724,0.9047619047619048,40,14,false,22.0,40,7,0.9452096327096328,802,0.25287356321839083,1
5.533957033957034,0.01777790492132856,0.1807025233235239,0.2813852813852814,114,14,false,15.909090909090908,114,22,0.9527712808962808,1704070,0.09196006305832895,2
5.653846153846154,0.012966570107243789,0.17687074829931973,0.12025901942645699,194,13,false,10.53191489361702,194,47,0.9515224358974358,1515622,0.06541562045724858,1
5.653846153846154,0.012966570107243789,0.17687074829931973,0.12025901942645699,194,13,false,10.53191489361702,194,47,0.9515224358974358,1515622,0.06541562045724858,2
5.93035343035343,0.003803661354645661,0.16862401402278704,0.3,100,14,false,16.523809523809526,100,21,0.9486421517671517,570190,0.10592185592185592,1
9.328482328482329,0.0017315408996518183,0.107198573657232,0.3333333333333333,18,17,false,3.3333333333333335,18,6,0.9132449757449758,361500,0.3333333333333333,1
9.32882882882883,0.0010390206230760824,0.10719459198454852,0.4,16,17,false,3.6,16,5,0.9132413663663663,241000,0.37777777777777777,1
5.993762993762994,0.024904797489952068,0.16684009712105446,0.25274725274725274,44,14,false,12.5,44,14,0.9479816354816354,1799930,0.1260932944606414,1
6.086625086625086,0.004070878271460304,0.1642946601389047,0.3446153846153846,54,13,false,22.076923076923077,54,26,0.947014322014322,1349730,0.13544124587069373,1
6.078309078309078,0.007149442614791063,0.16451943906054042,0.25359911406423036,112,13,false,19.209302325581394,112,43,0.9471009471009472,2692736,0.1150257624286311,1
6.1022176022176025,0.010683902290318969,0.16387485094543183,0.22612244897959183,186,13,false,18.1,186,50,0.9468518999768999,3092294,0.1011173184357542,1
6.818780318780319,0.025572273663576242,0.14665379338381015,0.10833333333333334,34,14,false,4.3125,34,16,0.9393877050127051,4365518,0.11428571428571428,1
6.042619542619542,0.01182652132076142,0.16549114054704972,0.4,10,14,false,15.0,10,5,0.9474727130977131,554244,0.22727272727272727,1
6.007623007623008,0.025053244829973006,0.16645518514246163,0.1503267973856209,42,13,false,5.944444444444445,42,18,0.9478372603372603,2150614,0.11008230452674897,1
5.814968814968815,0.00821931950136382,0.17196996782266716,0.2564102564102564,28,13,false,10.923076923076923,28,13,0.949844074844075,697430,0.11872909698996656,1
5.762993762993763,0.0063140956295155695,0.17352092352092352,0.36507936507936506,148,12,false,22.805555555555557,148,36,0.9503854816354816,2313254,0.1333658219623132,2
6.052321552321552,0.003763130278059078,0.1652258544684262,0.37662337662337664,102,12,false,22.681818181818183,102,22,0.9473716504966504,1432170,0.1586141131595677,2
6.243243243243243,5.917697099486584E-4,0.1601731601731602,0.4444444444444444,22,12,false,20.1,22,10,0.9453828828828829,244718,0.2421686746987952,1
6.026680526680527,0.011258463534833306,0.16592882193986086,0.27125506072874495,204,12,false,19.76923076923077,204,39,0.9476387445137445,4396916,0.10922226944326392,2
4.920997920997921,0.0020316581388372464,0.20321081537811575,0.32105263157894737,48,11,false,29.9,48,20,0.9591562716562717,660956,0.11074074074074074,2
6.009355509355509,0.013283839809784086,0.1664071959868535,0.3939393939393939,30,12,false,9.5,30,12,0.9478192134442134,1095740,0.1557377049180328,1
10.947331947331948,0.0020782814543646435,0.09134645818826359,0.0,8,19,false,2.0,8,4,0.8963819588819589,1344738,0.25,1
7.392931392931393,0.014124117255215377,0.13526434195725534,0.11764705882352941,36,15,false,4.529411764705882,36,17,0.9334069646569647,1180644,0.10784313725490197,1
5.486832986832987,9.00656456370316E-5,0.18225449952636566,0.4857142857142857,48,12,false,23.6,48,15,0.9532621563871565,17448,0.2126126126126126,1041
5.048856548856548,0.0030139037697197372,0.19806464896026355,0.3046153846153846,126,11,false,28.53846153846154,126,26,0.957824410949411,1020568,0.09674054758800521,2
4.862439362439362,0.016321293570401768,0.20565809164113164,0.18181818181818182,234,11,false,23.022727272727273,234,44,0.9597662566412567,4865626,0.0706218627997769,1
5.048510048510049,0.002971493647945049,0.19807824296499657,0.31076923076923074,134,11,false,28.692307692307693,134,26,0.9578280203280203,1014964,0.09693347193347193,2
6.047470547470548,0.0038686741916745173,0.16535839110754597,0.4066666666666667,140,12,false,22.52,140,25,0.9474221817971817,1593312,0.15424657534246575,2
6.089050589050589,2.4565527628804047E-4,0.16422921527343085,0.6245059288537549,66,13,false,28.782608695652176,66,23,0.9469890563640564,80302,0.182168409466153,2
4.6829521829521825,0.02442131554269847,0.21354051054384018,0.20333333333333334,94,11,false,21.64,94,25,0.9616359147609148,4708720,0.08291187739463601,2
5.275814275814276,8.849479455569249E-4,0.18954420070931302,0.5303030303030303,38,12,false,26.25,38,12,0.9554602679602681,205880,0.16203703703703703,1
6.788634788634789,0.007808903512481612,0.1473050224581462,0.18181818181818182,56,14,false,5.909090909090909,56,22,0.9397017209517209,680086,0.17379679144385027,1
5.753638253638254,0.04170527074812392,0.17380307136404696,0.13055365686944634,278,12,false,14.909090909090908,278,77,0.9504829348579348,10727502,0.07454545454545454,1
5.750519750519751,0.014161797529006568,0.17389732465654373,0.26262626262626265,184,12,false,20.333333333333332,184,45,0.9505154192654192,4409916,0.10701754385964912,1
6.463617463617464,2.821278546973915E-4,0.15471212608555807,0.36764705882352944,56,13,false,18.823529411764707,56,17,0.943087318087318,145722,0.14479638009049775,2
6.036729036729037,0.0020047324429342366,0.16565262312019285,0.30303030303030304,28,13,false,11.75,28,12,0.9475340725340725,454168,0.18359375,1
7.491683991683992,0.0027932184815474153,0.13348133758845565,0.26666666666666666,32,14,false,5.3,32,10,0.9323782917532917,660728,0.18571428571428572,1
4.744629244629245,0.02403268220144967,0.2107646242605711,0.19914651493598862,108,12,false,21.94736842105263,108,38,0.9609934453684454,5862296,0.0762061403508772,2
5.221413721413722,0.002801690895603956,0.19151901254230538,0.18115942028985507,60,12,false,18.291666666666668,60,24,0.9560269404019404,532496,0.08922764227642277,1
4.783090783090783,0.014557956626422367,0.2090698348304839,0.30158730158730157,70,12,false,23.285714285714285,70,28,0.9605928043428044,3425432,0.1078042328042328,2
4.762993762993763,0.021039735644546084,0.2099519860323003,0.14804964539007093,202,11,false,16.708333333333332,202,48,0.9608021483021484,4640936,0.056257014590347924,7
5.742550242550243,1.9581972417241785E-4,0.1741386592650697,0.42857142857142855,14,13,false,18.428571428571427,14,7,0.950598434973435,28948,0.18998527245949925,1
5.851004851004851,5.6320067713504125E-5,0.1709108136918157,0.35714285714285715,18,14,false,15.5,18,8,0.9494686994686995,12676,0.17672413793103448,1
6.084892584892585,7.665292887081015E-4,0.16434143841466886,0.32967032967032966,40,14,false,20.428571428571427,40,14,0.9470323689073689,120722,0.15714285714285714,2
6.017671517671518,0.006164094445847569,0.16617723268267404,0.24761904761904763,54,14,false,14.0,54,21,0.9477325883575883,703010,0.1206896551724138,1
5.1379071379071375,0.003640042251613648,0.19463177771783113,0.19292929292929292,274,12,false,18.644444444444446,274,45,0.9568968006468007,1523176,0.0786685419596812,2
5.049203049203049,0.013496783029652726,0.19805105682130114,0.26,120,12,false,14.72,120,25,0.9578208015708016,3290072,0.10514285714285715,2
5.613652113652114,0.0014385725066795622,0.17813715202765262,0.3602941176470588,74,13,false,13.176470588235293,74,17,0.9519411238161238,453074,0.178060413354531,1
5.143797643797644,0.03363934495224948,0.19440889188278881,0.2751322751322751,116,12,false,15.892857142857142,116,28,0.9568354412104413,5531956,0.09460034013605442,2
6.903672903672904,0.0,0.14485043164023287,1.0,4,15,false,9.0,4,2,0.9385034072534073,0,0.5625,1
9.034303534303534,0.012428613121854027,0.11068921873202163,0.18614718614718614,50,16,false,6.136363636363637,50,22,0.9163093381843382,1761658,0.1534090909090909,1
8.052321552321553,0.013536865997591973,0.1241877877705581,325,40,15,false,7.5625,40,16,0.9265383171633171,1977706,0.1800595238095238,1
5.822938322938323,3.0295060147107737E-5,0.17173460279678668,0.7857142857142857,22,13,false,14.25,22,8,0.9497610591360591,13512,0.3392857142857143,1065
5.277546777546777,0.014512846978238902,0.18948197754579477,0.3684210526315789,86,12,false,15.55,86,20,0.9554422210672211,5333994,0.1264227642276423,1
6.558212058212058,0.00208818561782791,0.1524805832937074,0.22875816993464052,42,13,false,12.833333333333334,42,18,0.9421019577269577,556290,0.1010498687664042,1
6.666666666666667,3.594210389832063E-4,0.15,0.3382352941176471,40,13,false,15.529411764705882,40,17,0.9409722222222222,111008,0.12729026036644167,2
7.506583506583507,0.025022557560528073,0.13321639586410636,0.2549019607843137,56,16,false,7.833333333333333,56,18,0.9322230884730884,5085296,0.13742690058479531,1
8.322245322245323,2.6614309428714818E-5,0.12015988008993254,0.8095238095238095,20,17,false,11.142857142857142,20,7,0.9237266112266113,3186,0.2532467532467532,1
8.322245322245323,2.6614309428714818E-5,0.12015988008993254,0.8095238095238095,20,17,false,11.142857142857142,20,7,0.9237266112266113,3186,0.2532467532467532,7
8.322245322245323,2.6614309428714818E-5,0.12015988008993254,0.8095238095238095,20,17,false,11.142857142857142,20,7,0.9237266112266113,3186,0.2532467532467532,7
6.647609147609147,0.010478025030856064,0.15043002345582487,0.1206896551724138,66,13,false,11.137931034482758,66,29,0.941170738045738,3268004,0.09055228483319316,1
6.585585585585585,0.003024928444888617,0.1518467852257182,0.27941176470588236,46,14,false,7.529411764705882,46,17,0.9418168168168167,463800,0.19306184012066366,1
5.969161469161469,0.032191774296894314,0.1675277181169095,0.16363636363636364,22,14,false,7.818181818181818,22,11,0.9482379013629014,6624624,0.12942989214175654,1
4.452529452529452,0.06612573849831793,0.22459143968871598,0.16832779623477298,264,10,false,17.976744186046513,264,43,0.9640361515361516,16500816,0.06285574890226053,1
4.896396396396397,0.017790925268874755,0.20423183072677092,0.25146198830409355,64,12,false,21.05263157894737,64,19,0.9594125375375375,3353256,0.10741138560687433,2
6.70963270963271,0.01583246889593928,0.14903945465812848,0.16911764705882354,54,14,false,5.705882352941177,54,17,0.9405246592746592,1481744,0.1118800461361015,1
6.168052668052668,3.714956830905082E-5,0.16212572327397337,0.7142857142857143,16,14,false,22.571428571428573,16,7,0.946166118041118,40564,0.22128851540616246,1
6.6902286902286905,0.0,0.14947172156619018,1.0,10,13,false,23.0,10,5,0.9407267844767845,0,0.25842696629213485,7
4.476091476091476,0.05448534990846024,0.22340919647004182,0.16046099290780141,284,11,false,15.041666666666666,284,48,0.9637907137907137,9685976,0.05676100628930818,1
4.6923076923076925,0.03194739433311122,0.21311475409836064,0.164021164021164,88,11,false,15.714285714285714,88,28,0.9615384615384616,9789186,0.08681925808997633,1
8.297297297297296,1.6645857200449925E-6,0.1205211726384365,0.5,8,15,false,7.0,8,4,0.9239864864864865,38,0.39705882352941174,7
5.875606375606376,0.0027532208219251167,0.17019519962257473,0.19658119658119658,96,14,false,11.37037037037037,96,27,0.9492124335874336,593020,0.09887278582930757,1
5.137214137214137,0.042525587249790275,0.19465803318494537,0.10960960960960961,86,13,false,11.027027027027026,86,37,0.9569040194040195,6304538,0.0644855381697487,1
5.175675675675675,0.002064276011628445,0.19321148825065276,0.29523809523809524,48,12,false,21.333333333333332,48,15,0.9565033783783784,223096,0.11657559198542805,2
6.393970893970894,0.0015488040293056133,0.15639733376686718,0.4666666666666667,20,13,false,5.333333333333333,20,6,0.9438128031878033,85470,0.2962962962962963,1
6.260914760914761,7.188892107160001E-4,0.1597210692346007,0.6666666666666666,16,13,false,9.857142857142858,16,7,0.9451988045738046,144634,0.28991596638655465,1
4.927581427581427,0.02054160924301368,0.2029393150973912,0.1371794871794872,252,12,false,12.85,252,40,0.9590876934626934,2065902,0.06658031088082901,1
5.124393624393624,0.0028448449518869772,0.19514504023260532,0.22077922077922077,68,12,false,9.454545454545455,68,22,0.9570375664125664,914956,0.1062308478038815,7
4.638253638253638,0.08155470381271725,0.2155983863738234,0.20966183574879227,140,11,false,19.47826086956522,140,46,0.9621015246015245,16382812,0.07378129117259552,1
5.0928620928620925,0.005679519539202509,0.196353245339502,0.2857142857142857,16,12,false,17.0,16,8,0.9573660198660199,753536,0.17894736842105263,1
6.221413721413722,6.930006930006931E-4,0.16073517126148704,0.6,12,13,false,11.0,12,5,0.9456102737352737,83066,0.36,1
7.547124047124047,0.0049293370158345635,0.1325008034525504,0.17857142857142858,16,16,false,5.25,16,8,0.9318007911757912,1692358,0.21354166666666666,1
6.2740817740817745,0.0029537749658817393,0.15938587286684708,0.4666666666666667,12,14,false,9.0,12,6,0.9450616481866482,654098,0.2903225806451613,1
5.630284130284131,0.0010959059611513602,0.17761092990337865,0.3333333333333333,28,12,false,12.777777777777779,28,9,0.9517678736428737,134292,0.17996870109546165,2
4.907830907830908,0.039538853385871035,0.2037560011296244,0.14482029598308668,140,12,false,18.818181818181817,140,44,0.959293428043428,7704728,0.05634186173108329,1
5.40990990990991,0.0012027323618945922,0.1848459616985845,0.28104575163398693,68,12,false,16.0,68,18,0.9540634384384384,167880,0.12030075187969924,2
5.392238392238392,3.67694566050193E-4,0.18545174142141113,0.43636363636363634,26,12,false,17.181818181818183,26,11,0.9542475167475167,51332,0.1930541368743616,2
6.0183645183645185,0.0019832226075323796,0.16615809776037768,0.31868131868131866,36,14,false,15.0,36,14,0.9477253696003696,243478,0.14018691588785046,1
6.356202356202356,0.0041783018690077466,0.15732664631487134,0.34615384615384615,40,14,false,9.461538461538462,40,13,0.9442062254562255,440310,0.15260545905707196,1042
7.497574497574497,0.0,0.13337646732600056,0.0,2,14,false,4.0,2,1,0.9323169323169322,0,0.0,1
5.8170478170478175,0.00156329676989886,0.17190850607576838,0.24761904761904763,74,13,false,13.380952380952381,74,21,0.9498224185724186,224486,0.12505562972852693,1
5.6483021483021485,0.002549731216058246,0.17704435310717134,0.37254901960784315,112,13,false,19.055555555555557,112,18,0.9515801859551859,370360,0.11014771997430957,2
5.6483021483021485,0.002549731216058246,0.17704435310717134,0.37254901960784315,118,13,false,19.055555555555557,118,18,0.9515801859551859,370360,0.11014771997430957,9
5.243589743589744,0.01036719601453554,0.19070904645476772,0.24110671936758893,72,12,false,22.434782608695652,72,23,0.9557959401709403,2859206,0.09926894959599845,7
5.114691614691615,3.700260489885647E-4,0.19551520899668046,0.6703296703296703,60,12,false,17.857142857142858,60,14,0.9571386290136291,45784,0.18037518037518038,1041
5.855509355509356,0.01094625393557794,0.1707793360553879,0.11384615384615385,54,13,false,5.961538461538462,54,26,0.9494217775467776,935694,0.07948717948717948,1
4.808385308385309,0.023848316196443377,0.20797002233912226,0.13384484228473997,370,11,false,19.89855072463768,370,69,0.9603293197043197,6678866,0.05669102770552046,1
5.236659736659736,0.0026993684999490337,0.19096142393965462,0.2736842105263158,84,12,false,23.15,84,20,0.9558681277431278,392436,0.12057291666666667,1
4.948717948717949,0.004788230014664603,0.20207253886010362,0.3,80,11,false,23.285714285714285,80,21,0.9588675213675213,1616398,0.10080395794681508,2
7.130977130977131,0.0,0.1402332361516035,1.0,10,15,false,5.6,10,5,0.9361356548856549,0,0.7,1006
6.132709632709632,0.0034601993007538938,0.1630600598903893,0.4642857142857143,16,14,false,8.5,16,8,0.9465342746592746,577440,0.20238095238095238,1
6.002425502425503,0.0029788198896066507,0.16659931882468393,0.2692307692307692,32,14,false,9.153846153846153,32,13,0.9478914010164011,449784,0.13662456946039037,7
6.703742203742204,0.03146167520707585,0.14917041401767717,0.10606060606060606,108,14,false,6.0,108,33,0.9405860187110187,3454184,0.07919191919191919,1
7.582813582813583,0.019855742520538146,0.1318771705355511,0.07563025210084033,94,15,false,5.228571428571429,94,35,0.9314290251790251,4580352,0.07605042016806722,1
5.3894663894663895,1.8455558528785349E-4,0.18554712614118554,0.6785714285714286,30,12,false,22125,30,8,0.9542763917763918,34032,0.24048913043478262,1
5.039501039501039,0.003700140261115028,0.19843234323432343,0.3382352941176471,54,12,false,24.88235294117647,54,17,0.9579218641718642,572418,0.1081841432225064,2
5.140679140679141,0.06966913201000874,0.1945268266379078,0.15384615384615385,88,12,false,13.481481481481481,88,27,0.9568679256179257,9286920,0.0850914205344585,1
1.0,0.0,1.0,0.0,2,1,false,1.0,2,1,1.0,0,0.0,1
4.801455301455301,0.009142467261997104,0.20827018835245725,0.29802955665024633,130,11,false,21.551724137931036,130,29,0.9604015072765072,2693208,0.0970798384591488,1
6.574497574497575,0.014677901569308809,0.15210287762200905,0.11904761904761904,82,13,false,11.555555555555555,82,36,0.9419323169323169,4885374,0.08253968253968254,1
8.263686763686763,0.01639907076586128,0.12101136315988092,0.16666666666666666,66,17,false,7.8,66,25,0.9243365962115963,3651180,0.10540540540540541,2
5.033957033957034,0.0016760099110287338,0.19865088105726875,0.26666666666666666,102,11,false,23.16,102,25,0.9579796142296142,379724,0.09939914163090129,2
5.896396396396397,5.807673771798021E-4,0.16959511077158135,0.3333333333333333,34,13,false,9.666666666666666,34,9,0.9489958708708709,71930,0.18238993710691823,2
5.632016632016632,0.005721991071953355,0.17755629383536362,0.35294117647058826,34,13,false,10.058823529411764,34,17,0.9517498267498268,701166,0.14167357083678542,1
5.372487872487873,0.004008333641328018,0.18613350532086423,0.42857142857142855,24,12,false,14125,24,8,0.9544532513282514,571106,0.16051136363636365,1
6.148648648648648,0.0,0.16263736263736264,1.0,8,13,false,8.25,8,4,0.9463682432432433,0,0.39285714285714285,7
5.945945945945946,0.004834390853832471,0.16818181818181818,0.17777777777777778,24,13,false,8.9,24,10,0.9484797297297297,846580,174,1
6.597713097713098,0.0031722493296927937,0.1515676697652434,0.4090909090909091,26,14,false,12.166666666666666,26,12,0.9416904885654885,692028,0.20977011494252873,1
4.974705474705475,0.0040161278114684085,0.20101692554154765,0.28774928774928776,70,12,false,18.333333333333332,70,27,0.958596817971818,1234510,0.12471655328798185,1041
7.543659043659043,0.0,0.13256166459969684,1.0,10,15,false,22.2,10,5,0.9318368849618849,0,0.5285714285714286,1
7.2238392238392235,0.0027411715808703086,0.13843054489639295,0.21921182266009853,116,15,false,8.89655172413793,116,29,0.9351683414183415,681110,0.1482758620689655,1
6.16008316008316,0.002233839966423911,0.16233547080661492,0.3047619047619048,30,13,false,9.533333333333333,30,15,0.9462491337491338,151048,0.14228855721393036,1
6.167706167706168,0.0018574071240176765,0.16213483146067414,0.37777777777777777,22,13,false,8.3,22,10,0.9461697274197274,182848,0.16938775510204082,1
6.168399168399168,4.718861544412492E-4,0.16211661611054937,0.5714285714285714,18,13,false,10125,18,8,0.9461625086625087,32920,0.2066326530612245,1
7.783783783783784,0.0011008967837899473,0.1284722222222222,0.3333333333333333,10,15,false,12.5,10,4,0.9293355855855855,338834,0.29878048780487804,1
4.673250173250174,0.031924807708834047,0.21398383628679468,0.18717948717948718,222,11,false,22325,222,40,0.9617369773619774,5843272,0.07087301587301588,2
5.124393624393624,0.0013326600616325158,0.19514504023260532,0.3076923076923077,126,11,false,23.807692307692307,126,26,0.9570375664125664,273464,0.10003232062055592,2
5.581427581427581,0.0,0.1791656319841073,1.0,10,12,false,12.8,10,5,0.952276796026796,0,0.3878787878787879,1
5.338184338184338,0.016461676936233377,0.18732961183954303,0.329004329004329,68,13,false,15.5,68,22,0.9548105798105798,2441370,0.12601626016260162,2
5.356202356202356,0.001242224118924757,0.1866994436537715,0.3484848484848485,46,12,false,14.083333333333334,46,12,0.9546228921228921,155598,0.1380718954248366,2
6.637560637560638,0.0,0.15065775736061807,0.0,2,13,false,11.0,2,1,0.94127541002541,0,0.0,1
7.664241164241164,0.0027410699529313515,0.1304760613047606,0.5238095238095238,14,15,false,11.571428571428571,14,7,0.9305808212058212,352818,0.2691029900332226,1
10.03915453915454,0.0,0.09960998170710661,1.0,10,17,false,6.0,10,5,0.9058421402171403,0,0.6,1
